,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
110,2000,150200000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
111,2001,542440000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
112,2002,2626180000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
113,2003,421840000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
114,2004,255740000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
115,2005,-163270000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
116,2006,7234450000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
117,2007,18399240000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
118,2008,-15383090000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
119,2009,3762720000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
120,2010,-4885280000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
121,2011,-9795690000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
122,2012,1162400000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
123,2013,-7625040000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
124,2014,-12966280000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
125,2015,-5538270000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
126,2016,-1788020000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
127,2017,-7939870000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
128,2018,-4163860000.0,BX.PEF.TOTL.CD.WD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
129,2001,-34690000.0,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
130,2002,-52630000.0,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
131,2003,-143200000.0,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
132,2004,-100350000.0,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
133,2005,-215500000.0,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
134,2006,-304000000.0,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
135,2007,-322010000.0,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
136,2008,-487900000.0,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
137,2009,-381500000.0,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
138,2010,-1048530000.0,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
139,2011,-171408609.378536,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
140,2012,272350971.843787,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
141,2013,225680547.264148,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
142,2014,178061373.425482,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
143,2015,-60123100.9024812,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
144,2016,24368776.2416764,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
145,2017,358638656.660148,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
146,2018,-4401080.52634251,BX.PEF.TOTL.CD.WD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
147,2000,900457171.004239,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
148,2001,351522976.304754,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
149,2002,538954637.727765,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
150,2003,1786452799.49058,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
151,2004,1319155852.75306,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
152,2005,6250383026.5,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
153,2006,5410245254.5,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
154,2007,7230585047.8,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
155,2008,-9441823507.40001,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
156,2009,9548264469.59999,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
157,2010,2397768147.9,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
158,2011,22895120.6999998,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
159,2012,84663431.069351,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
160,2013,-3293353914.98953,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
161,2014,-5811449015.5736,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
162,2015,-8969392289.79198,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
163,2016,-786102217.123508,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
164,2017,598390518.35961,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
165,2018,-7101366724.79116,BX.PEF.TOTL.CD.WD,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
